name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
uc001adv.2	chr1	+	1217488	1227409	1219404	1226990	14	1217488,1219357,1221305,1222147,1222488,1222887,1223052,1223318,1225650,1225856,1226016,1226274,1226444,1226633,	1217695,1219470,1221658,1222355,1222679,1222976,1223216,1223417,1225768,1225935,1226074,1226333,1226520,1227409,	P51172	uc001adv.2
uc001adx.2	chr1	+	1217536	1227409	1222570	1226990	14	1217536,1217655,1219357,1221305,1222147,1222488,1222887,1223318,1225650,1225856,1226016,1226274,1226444,1226633,	1217567,1217695,1219470,1221658,1222355,1222679,1223216,1223417,1225768,1225935,1226074,1226333,1226520,1227409,	B1AMF2	uc001adx.2
uc001ady.2	chr1	-	1227763	1234335	1228943	1233999	14	1227763,1229202,1229469,1229781,1230097,1230826,1231115,1231394,1231590,1231804,1233201,1233392,1233749,1233946,	1229088,1229313,1229579,1230008,1230196,1230934,1231318,1231489,1231660,1232013,1233313,1233493,1233801,1234335,	Q96P50	uc001ady.2
uc001aea.2	chr1	-	1227763	1241309	1228943	1238640	22	1227763,1229202,1229469,1229781,1230826,1231115,1231394,1231590,1231804,1233201,1233392,1233749,1233946,1234724,1235210,1235352,1235537,1235888,1237367,1238301,1238541,1239465,	1229088,1229313,1229579,1230008,1230934,1231318,1231489,1231660,1232013,1233313,1233493,1233801,1234059,1234736,1235285,1235448,1235582,1236072,1237426,1238355,1238661,1241309,	Q96P50-1	uc001aea.2
uc001aeb.2	chr1	-	1227763	1243269	1228943	1243195	24	1227763,1229202,1229469,1229781,1230097,1230826,1231115,1231394,1231590,1231804,1233201,1233392,1233749,1233946,1234724,1235210,1235352,1235537,1235888,1237367,1238301,1238541,1239465,1243148,	1229088,1229313,1229579,1230008,1230196,1230934,1231318,1231489,1231660,1232013,1233313,1233493,1233801,1234059,1234736,1235285,1235448,1235582,1236072,1237426,1238355,1238661,1239523,1243269,	Q96P50	uc001aeb.2
uc001aec.1	chr1	-	1234123	1244989	1235054	1238640	9	1234123,1235352,1235537,1235888,1237367,1238301,1238541,1239465,1244821,	1235285,1235448,1235582,1236072,1237426,1238355,1238661,1239523,1244989,	Q8N9S2	uc001aec.1
uc001aed.3	chr1	+	1243993	1247057	1244023	1246759	8	1243993,1244294,1244465,1244833,1245060,1246013,1246288,1246709,	1244100,1244352,1244653,1244983,1245231,1246068,1246451,1247057,	Q8N0Z8	uc001aed.3
uc010nyi.2	chr1	+	1243993	1247057	1245070	1246759	7	1243993,1244465,1244833,1245060,1246013,1246288,1246709,	1244100,1244653,1244983,1245231,1246068,1246451,1247057,	Q8N0Z8-2	uc010nyi.2
uc009vjx.3	chr1	+	1244465	1247057	1245966	1247040	4	1244465,1244833,1245415,1246709,	1244653,1245194,1246451,1247057,		uc009vjx.3
uc009vjy.1	chr1	-	1246964	1252830	1246964	1246964	13	1246964,1247397,1247605,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1251536,	1247304,1247527,1247748,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250998,1252830,		uc009vjy.1
uc001aef.2	chr1	-	1246964	1260067	1247238	1257333	19	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1254675,1255835,1256375,1257287,1258271,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250998,1254904,1255909,1256473,1257364,1258667,1260067,	G3V1S5	uc001aef.2
uc010nyj.2	chr1	-	1246964	1260067	1247238	1256414	18	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1254675,1255835,1256375,1258560,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250998,1254904,1255909,1256473,1258667,1260067,	NP_001243389	uc010nyj.2
uc001aee.2	chr1	-	1246964	1260067	1247238	1259988	17	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1254675,1255835,1256375,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250998,1254904,1255909,1256473,1260067,	Q5TA45	uc001aee.2
uc001aeh.2	chr1	-	1246964	1260067	1247238	1259988	15	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1256375,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250998,1256473,1260067,	Q5TA45-2	uc001aeh.2
uc001aei.2	chr1	-	1246964	1260067	1247238	1259988	15	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1258556,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250994,1258667,1260067,	NP_001243391	uc001aei.2
uc009vjz.2	chr1	-	1246964	1260067	1247238	1259988	17	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1254675,1255835,1256375,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250932,1254904,1255909,1256473,1260067,	Q5TA45-3	uc009vjz.2
uc001aeg.2	chr1	-	1246964	1260067	1247238	1254732	16	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1254675,1255835,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249301,1249745,1250342,1250818,1250998,1254813,1256473,1260067,	Q5TA45	uc001aeg.2
uc001aek.2	chr1	-	1246964	1260067	1247238	1249294	14	1246964,1247397,1247605,1247819,1247972,1248166,1248414,1248888,1249111,1249680,1250203,1250783,1250899,1259960,	1247304,1247527,1247748,1247881,1248080,1248329,1248504,1248972,1249485,1249745,1250342,1250818,1250998,1260067,	Q5TA45	uc001aek.2
uc001ael.3	chr1	-	1254060	1260067	1254234	1254858	3	1254060,1255835,1259960,	1254904,1256473,1260067,	Q5TA51	uc001ael.3
uc001aen.2	chr1	-	1254076	1260067	1256177	1259988	2	1254076,1259960,	1256473,1260067,		uc001aen.2
uc001aeo.3	chr1	+	1260142	1264276	1262290	1263143	3	1260142,1262215,1262620,	1260482,1262412,1264276,	Q5TA50	uc001aeo.3
uc010nyk.2	chr1	+	1266725	1269844	1266725	1269844	6	1266725,1267017,1267403,1268300,1268638,1268885,	1266916,1267318,1268186,1268504,1268759,1269844,	NP_689414	uc010nyk.2
uc002quu.3	chr1	-	1270657	1275557	1271521	1275477	8	1270657,1273356,1273648,1273901,1274666,1274961,1275115,1275417,	1271895,1273563,1273816,1274033,1274819,1275029,1275192,1275557,	O14640	uc002quu.3
uc009vka.3	chr1	-	1270657	1275557	1271521	1275064	7	1270657,1273356,1273648,1273901,1274741,1274961,1275417,	1271895,1273563,1273816,1274033,1274819,1275192,1275557,	B7Z1E8	uc009vka.3
uc001aer.4	chr1	-	1270657	1284492	1271521	1284445	15	1270657,1273356,1273648,1273901,1274741,1274961,1275115,1275417,1275626,1275789,1277046,1277432,1277742,1278068,1284275,	1271895,1273563,1273816,1274033,1274819,1275029,1275192,1275557,1275696,1275883,1277185,1277536,1277864,1278138,1284492,	O14640-2	uc001aer.4
uc001aew.3	chr1	-	1288070	1293915	1288983	1293884	10	1288070,1289227,1289409,1289572,1289733,1290061,1290623,1290829,1292060,1293835,	1289009,1289308,1289486,1289612,1289889,1290532,1290725,1291132,1292084,1293915,	Q9BRK3	uc001aew.3
uc001aex.4	chr1	-	1288070	1293915	1288680	1293884	10	1288070,1289227,1289409,1289572,1289733,1290061,1290623,1290829,1292060,1293835,	1288712,1289326,1289486,1289612,1289889,1290532,1290725,1291132,1292084,1293915,	Q9BRK3-2	uc001aex.4
uc001aey.4	chr1	-	1288070	1293915	1288680	1293884	10	1288070,1289227,1289409,1289572,1289733,1290061,1290623,1290829,1292060,1293835,	1288712,1289308,1289486,1289612,1289889,1290532,1290725,1291132,1292084,1293915,	Q9BRK3	uc001aey.4
uc001aez.3	chr1	-	1288070	1293915	1288983	1293884	9	1288070,1289227,1289409,1289572,1289733,1290061,1290623,1292060,1293835,	1289009,1289308,1289486,1289612,1289889,1290532,1290725,1292084,1293915,	B4DE34	uc001aez.3
uc001afa.3	chr1	-	1288070	1297157	1288983	1296643	10	1288070,1289227,1289409,1289572,1289733,1290061,1290623,1290829,1292060,1296621,	1289009,1289308,1289486,1289612,1289889,1290532,1290725,1291132,1292084,1297157,	B3KTR6	uc001afa.3
uc001afb.1	chr1	-	1309109	1310246	1309180	1310136	3	1309109,1309379,1310084,	1309282,1309825,1310246,	Q9NWT8	uc001afb.1
uc009vkb.1	chr1	-	1309109	1310562	1309180	1310136	4	1309109,1309379,1310084,1310454,	1309282,1309825,1310170,1310562,	Q9NWT8	uc009vkb.1
uc001afd.2	chr1	-	1309109	1310580	1309180	1310136	4	1309109,1309379,1310084,1310376,	1309282,1309825,1310170,1310580,	Q9NWT8	uc001afd.2
uc001afc.2	chr1	-	1309109	1310818	1309180	1310136	4	1309109,1309379,1310084,1310533,	1309282,1309825,1310170,1310818,	Q9NWT8	uc001afc.2
uc010nym.1	chr1	-	1321090	1327029	1321090	1321090	9	1321090,1323156,1323333,1323871,1324005,1325609,1325838,1326145,1326676,	1322962,1323249,1323445,1323890,1324123,1325751,1325943,1326245,1327029,		uc010nym.1
uc001aff.1	chr1	-	1321090	1328183	1322610	1326238	6	1321090,1323156,1323333,1325609,1325838,1326145,	1322962,1323249,1323445,1325751,1325943,1328183,	Q96S94	uc001aff.1
uc001afg.1	chr1	-	1321090	1333722	1322610	1326238	10	1321090,1323156,1323333,1325609,1325838,1326145,1328058,1328775,1330773,1333612,	1322962,1323249,1323445,1325751,1325943,1326245,1328183,1328840,1330917,1333722,	Q96S94	uc001afg.1
uc001afi.2	chr1	-	1321090	1334718	1322610	1334686	11	1321090,1323156,1323333,1325609,1325838,1326145,1328775,1330773,1333612,1333976,1334398,	1322962,1323249,1323445,1325751,1325943,1326245,1328840,1330894,1333722,1334051,1334718,	Q96S94	uc001afi.2
uc001afj.2	chr1	-	1321090	1334718	1322610	1326238	12	1321090,1323156,1323333,1325609,1325838,1326145,1328169,1328775,1330773,1333612,1333976,1334398,	1322962,1323249,1323445,1325751,1325943,1326245,1328183,1328840,1330894,1333722,1334051,1334718,	Q96S94	uc001afj.2
uc021oep.1	chr1	-	1326145	1334718	1328161	1334686	6	1326145,1328775,1330773,1333612,1333976,1334398,	1328183,1328840,1330894,1333722,1334051,1334718,	Q96S94-2	uc021oep.1
uc001afm.3	chr1	+	1334909	1337426	1334931	1336114	3	1334909,1335537,1335984,	1335069,1335683,1337426,	B4DNA4	uc001afm.3
uc009vkd.3	chr1	+	1334911	1337426	1334931	1335670	3	1334911,1335537,1335984,	1335065,1335683,1337426,	I3L515	uc009vkd.3
uc001afo.4	chr1	-	1337275	1342693	1337462	1342597	4	1337275,1341188,1342288,1342510,	1337636,1341266,1342399,1342693,	Q9BYC9	uc001afo.4
uc010nyn.1	chr1	-	1340412	1342693	1340996	1342597	3	1340412,1342288,1342510,	1341266,1342399,1342693,	B7Z746	uc010nyn.1
uc010nyo.2	chr1	-	1353799	1356824	1354479	1356385	4	1353799,1355431,1356176,1356512,	1354929,1355972,1356385,1356824,	E5RJM6	uc010nyo.2
uc001afq.3	chr1	-	1353799	1356824	1354613	1356385	3	1353799,1356176,1356512,	1354929,1356385,1356824,	E5RJM6-2	uc001afq.3
uc001afp.3	chr1	-	1353799	1356824	1354921	1356385	3	1353799,1356195,1356512,	1354929,1356385,1356824,	J3KR93	uc001afp.3
uc010nyp.2	chr1	+	1361507	1363167	1361507	1363167	2	1361507,1362933,	1361765,1363167,	A6NKF7	uc010nyp.2
uc001afs.3	chr1	+	1370902	1378262	1371128	1375167	3	1370902,1372306,1374460,	1371201,1372864,1378262,	Q6PCB0	uc001afs.3
uc001afr.3	chr1	+	1370902	1378262	1371128	1372823	3	1370902,1372701,1374460,	1371201,1372864,1378262,	E9PB53	uc001afr.3
uc001aft.2	chr1	+	1385068	1405538	1386063	1403910	12	1385068,1387425,1387744,1389724,1390839,1391170,1391604,1392508,1394540,1396129,1397979,1403763,	1386138,1387502,1387814,1389880,1390899,1391296,1391729,1392560,1394611,1396297,1398088,1405538,	Q5T2N8	uc001aft.2
uc001afv.3	chr1	+	1407163	1431582	1407264	1431197	16	1407163,1412653,1414023,1414428,1416246,1417517,1417924,1420395,1421161,1421489,1421923,1423242,1424583,1425636,1425942,1430864,	1407469,1412730,1414125,1414488,1416316,1417683,1417994,1420551,1421218,1421615,1422048,1423294,1424654,1425804,1426051,1431582,	Q5T9A4	uc001afv.3
uc001afw.2	chr1	+	1413405	1418847	1413879	1418099	5	1413405,1414428,1416246,1417517,1417924,	1414125,1414488,1416316,1417683,1418847,	Q5T9A4-2	uc001afw.2
uc001afx.3	chr1	+	1413405	1431582	1413879	1431197	14	1413405,1414428,1416246,1417517,1417924,1420395,1421161,1421489,1421923,1423242,1424583,1425636,1425942,1430864,	1414125,1414488,1416316,1417683,1417994,1420551,1421218,1421615,1422048,1423294,1424654,1425804,1426051,1431582,	Q5T9A4-3	uc001afx.3
uc021oeq.1	chr1	+	1421161	1444689	1421944	1444689	8	1421161,1421489,1421923,1423242,1424583,1425636,1425942,1444584,	1421218,1421615,1422048,1423294,1424654,1425804,1426051,1444689,		uc021oeq.1
uc001aga.2	chr1	+	1447522	1470067	1447648	1469452	16	1447522,1451391,1452690,1453095,1454300,1455520,1455927,1458123,1458890,1459218,1459652,1460619,1461840,1463074,1464602,1469305,	1447853,1451468,1452792,1453155,1454370,1455686,1455997,1458279,1458947,1459344,1459777,1460671,1461911,1463242,1464711,1470067,	Q9NVI7-2	uc001aga.2
uc001afz.2	chr1	+	1447522	1470067	1447648	1469452	16	1447522,1451391,1452546,1453095,1454300,1455520,1455927,1458123,1458890,1459218,1459652,1460619,1461840,1463074,1464602,1469305,	1447853,1451468,1452792,1453155,1454370,1455686,1455997,1458279,1458947,1459344,1459777,1460671,1461911,1463242,1464711,1470067,	Q9NVI7	uc001afz.2
uc001agb.2	chr1	+	1447909	1470067	1451423	1469452	16	1447909,1451391,1452690,1453095,1454300,1455520,1455927,1458123,1458890,1459218,1459652,1460619,1461840,1463074,1464602,1469305,	1448070,1451468,1452792,1453155,1454370,1455686,1455997,1458279,1458947,1459344,1459777,1460671,1461911,1463242,1464711,1470067,	Q9NVI7-3	uc001agb.2
uc001agc.1	chr1	+	1467448	1470064	1467448	1467448	1	1467448,	1470064,		uc001agc.1
uc009vkf.3	chr1	-	1470157	1475740	1470738	1475726	4	1470157,1470968,1475063,1475669,	1470887,1471177,1475170,1475740,	Q5SV17	uc009vkf.3
uc001agd.3	chr1	-	1477052	1510262	1477445	1509937	5	1477052,1479248,1480242,1500152,1509857,	1477547,1479367,1480382,1500296,1510262,	Q9NP77	uc001agd.3
uc009vkg.1	chr1	-	1478559	1510262	1479194	1509937	4	1478559,1480242,1500152,1509857,	1479367,1480382,1500296,1510262,	B4DMK6	uc009vkg.1
uc001age.1	chr1	-	1497731	1510262	1499914	1509937	2	1497731,1509857,	1500296,1510262,	Q9NP77-2	uc001age.1
uc021oer.1	chr1	+	1510354	1510644	1510354	1510354	1	1510354,	1510644,		uc021oer.1
uc021oes.1	chr1	-	1533387	1535476	1534714	1535395	1	1533387,	1535476,	F2Z333	uc021oes.1
uc001agf.1	chr1	+	1535818	1543166	1535818	1535818	3	1535818,1542252,1542996,	1536086,1542862,1543166,		uc001agf.1
uc021oet.1	chr1	+	1550794	1554590	1550839	1551998	2	1550794,1551887,	1551013,1554590,		uc021oet.1
uc001agh.3	chr1	+	1550794	1565990	1550839	1565910	20	1550794,1551887,1558810,1559153,1560174,1560370,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1551013,1551994,1559079,1559325,1560281,1560565,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	J3KNZ7	uc001agh.3
uc001agi.3	chr1	+	1550794	1565990	1550839	1565910	20	1550794,1551887,1558768,1559153,1560174,1560370,1560665,1560937,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1551013,1551994,1559079,1559325,1560281,1560565,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	E9PGU1	uc001agi.3
uc001agg.3	chr1	+	1550794	1565990	1550839	1565910	20	1550794,1551887,1558768,1559153,1560174,1560370,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1551013,1551994,1559079,1559325,1560281,1560565,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	F8WA73	uc001agg.3
uc001agj.3	chr1	+	1550794	1565990	1559209	1565910	20	1550794,1551887,1558768,1559153,1560174,1560370,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1551013,1551994,1558862,1559325,1560281,1560565,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	Q96AX9	uc001agj.3
uc001agk.3	chr1	+	1550794	1565990	1550839	1565910	19	1550794,1551887,1558768,1559153,1560174,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1551013,1551994,1559079,1559325,1560281,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	E9PHQ1	uc001agk.3
uc001agl.2	chr1	+	1551244	1564946	1558790	1564945	18	1551244,1551887,1558768,1559153,1560174,1560370,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,	1551480,1551994,1559079,1559325,1560281,1560565,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,	Q96AX9	uc001agl.2
uc001agm.3	chr1	+	1551244	1565990	1558832	1565681	18	1551244,1551887,1558810,1559153,1560174,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1565018,1565671,	1551480,1551994,1559079,1559325,1560281,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1565084,1565990,	B3KXY1	uc001agm.3
uc010nyq.2	chr1	+	1551689	1565990	1558790	1565910	19	1551689,1558768,1559153,1560174,1560370,1560665,1560925,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1551994,1559079,1559325,1560281,1560565,1560808,1561033,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	Q96AX9	uc010nyq.2
uc009vkh.3	chr1	+	1559153	1565990	1559209	1565910	16	1559153,1560174,1560370,1560665,1560925,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1559325,1560281,1560565,1560808,1561033,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	H0YAM8	uc009vkh.3
uc001agn.3	chr1	+	1560370	1565990	1560766	1565910	14	1560370,1560665,1562029,1562216,1562453,1562675,1563052,1563398,1563652,1563868,1564512,1564764,1565018,1565671,	1560565,1560808,1562134,1562379,1562587,1562824,1563209,1563559,1563779,1564102,1564691,1564946,1565084,1565990,	F2Z2L2	uc001agn.3
uc001ago.3	chr1	+	1564485	1565990	1565032	1565910	3	1564485,1565018,1565671,	1564691,1565084,1565990,		uc001ago.3
uc001agp.3	chr1	+	1567559	1570030	1567597	1570001	8	1567559,1568161,1568359,1568566,1569126,1569367,1569580,1569826,	1567753,1568292,1568499,1568734,1569291,1569478,1569707,1570030,	O75900	uc001agp.3
uc001agq.3	chr1	+	1567559	1570030	1567597	1569922	7	1567559,1568161,1568359,1569126,1569367,1569580,1569826,	1567753,1568292,1568734,1569291,1569478,1569707,1570030,	O75086	uc001agq.3
uc001agr.3	chr1	+	1568161	1570030	1569188	1570001	6	1568161,1568566,1569126,1569367,1569580,1569826,	1568292,1568734,1569291,1569478,1569707,1570030,	J3KRS4	uc001agr.3
uc009vki.3	chr1	+	1568566	1570030	1569188	1569922	4	1568566,1569126,1569580,1569826,	1568734,1569478,1569707,1570030,	H0Y6I4	uc009vki.3
uc009vkj.2	chr1	-	1571099	1576737	1571125	1576454	11	1571099,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576737,	P21127	uc009vkj.2
uc001ags.1	chr1	-	1571099	1647917	1571125	1647813	16	1571099,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,1577022,1577266,1577707,1643702,1647784,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576474,1577181,1577362,1577869,1643839,1647917,	P21127	uc001ags.1
uc001agt.1	chr1	-	1571099	1647917	1571125	1577849	15	1571099,1571298,1571694,1572043,1572258,1572442,1572769,1573123,1573861,1575637,1576408,1577022,1577266,1577746,1647784,	1571218,1571488,1571843,1572160,1572366,1572564,1572875,1573245,1573952,1575813,1576474,1577181,1577362,1577869,1647917,	P21127-10	uc001agt.1
