# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_DOWNSTREAM	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_SYNONYMOUS_CODING	variants_effect_UPSTREAM	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
CFBS_2785	CFBS_2785	YP_008007621.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2786	CFBS_2786	YP_008007622.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2787	CFBS_2787	YP_008007623.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2788	CFBS_2788	YP_008007624.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1524	0	0	0	0	0	0
CFBS_2789	CFBS_2789	YP_008007625.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2790	CFBS_2790	YP_008007626.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2792	CFBS_2792	YP_008007628.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2793	CFBS_2793	YP_008007629.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2794	CFBS_2794	YP_008007630.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2796	CFBS_2796	YP_008007632.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2809	CFBS_2809	YP_008007645.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2810	CFBS_2810	YP_008007646.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2811	CFBS_2811	YP_008007647.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2812	CFBS_2812	YP_008007648.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2813	CFBS_2813	YP_008007649.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2814	CFBS_2814	YP_008007650.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2815	CFBS_2815	YP_008007651.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2816	CFBS_2816	YP_008007652.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2817	CFBS_2817	YP_008007653.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2818	CFBS_2818	YP_008007654.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2820	CFBS_2820	YP_008007656.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2821	CFBS_2821	YP_008007657.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2823	CFBS_2823	YP_008007658.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2824	CFBS_2824	YP_008007660.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2856	CFBS_2856	YP_008007692.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2857	CFBS_2857	YP_008007693.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2858	CFBS_2858	YP_008007694.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2859	CFBS_2859	YP_008007695.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2860	CFBS_2860	YP_008007696.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2861	CFBS_2861	YP_008007697.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	420	0	0	0	0	0	0
CFBS_2864	CFBS_2864	YP_008007700.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2866	CFBS_2866	YP_008007702.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2867	CFBS_2867	YP_008007703.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2868	CFBS_2868	YP_008007704.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2869	CFBS_2869	YP_008007705.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2871	CFBS_2871	YP_008007707.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2873	CFBS_2873	YP_008007709.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2874	CFBS_2874	YP_008007710.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2875	CFBS_2875	YP_008007711.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2883	CFBS_2883	YP_008007719.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2884	CFBS_2884	YP_008007720.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2885	CFBS_2885	YP_008007721.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2886	CFBS_2886	YP_008007722.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2887	CFBS_2887	YP_008007723.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2890	CFBS_2890	YP_008007726.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2891	CFBS_2891	YP_008007727.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2892	CFBS_2892	YP_008007728.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2893	CFBS_2893	YP_008007729.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2894	CFBS_2894	YP_008007730.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2895	CFBS_2895	YP_008007731.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2896	CFBS_2896	YP_008007732.1		0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	813	0	0	0	1	0	5000
CFBS_2897	CFBS_2897	YP_008007733.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2898	CFBS_2898	YP_008007734.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2900	CFBS_2900	YP_008007736.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_2901	CFBS_2901	YP_008007738.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2903	CFBS_2903	YP_008007739.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2904	CFBS_2904	YP_008007740.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2905	CFBS_2905	YP_008007741.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2921	CFBS_2921	YP_008007757.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2922	CFBS_2922	YP_008007758.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2924	CFBS_2924	YP_008007760.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2925	CFBS_2925	YP_008007761.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2926	CFBS_2926	YP_008007762.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	828	0	0	0	0	0	0
CFBS_2927	CFBS_2927	YP_008007763.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2928	CFBS_2928	YP_008007764.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2929	CFBS_2929	YP_008007765.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2931	CFBS_2931	YP_008007767.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2932	CFBS_2932	YP_008007768.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2933	CFBS_2933	YP_008007769.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2977	CFBS_2977	YP_008007813.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2978	CFBS_2978	YP_008007814.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2979	CFBS_2979	YP_008007815.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2980	CFBS_2980	YP_008007816.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2981	CFBS_2981	YP_008007817.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_2982	CFBS_2982	YP_008007818.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2983	CFBS_2983	YP_008007819.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2984	CFBS_2984	YP_008007820.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_2985	CFBS_2985	YP_008007821.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3005	CFBS_3005	YP_008007841.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3006	CFBS_3006	YP_008007842.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3008	CFBS_3008	YP_008007844.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1848	0	0	0	0	0	0
CFBS_3009	CFBS_3009	YP_008007845.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3043	CFBS_3043	YP_008007880.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3044	CFBS_3044	YP_008007879.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3048	CFBS_3048	YP_008007884.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	750	0	0	0	0	0	0
CFBS_3049	CFBS_3049	YP_008007885.1		0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1227	0	0	0	0	0	0
CFBS_3050	CFBS_3050	YP_008007886.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3053	CFBS_3053	YP_008007889.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3065	CFBS_3065	YP_008007901.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3067	CFBS_3067	YP_008007903.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	420	0	0	0	0	0	0
CFBS_3069	CFBS_3069	YP_008007905.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3070	CFBS_3070	YP_008007906.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3072	CFBS_3072	YP_008007908.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3074	CFBS_3074	YP_008007910.1		0	0	1	1	1	1	0	0	0	0	1	0	5000	1	0	1809	0	0	0	0	0	0
CFBS_3081	CFBS_3081	YP_008007917.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3084	CFBS_3084	YP_008007920.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3085	CFBS_3085	YP_008007921.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	738	0	0	0	0	0	0
CFBS_3087	CFBS_3087	YP_008007923.1		0	0	0	2	1	0	0	0	0	1	1	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_3108	CFBS_3108	YP_008007944.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3111	CFBS_3111	YP_008007947.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3112	CFBS_3112	YP_008007948.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3113	CFBS_3113	YP_008007949.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3114	CFBS_3114	YP_008007950.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3115	CFBS_3115	YP_008007951.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3116	CFBS_3116	YP_008007952.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	828	0	0	0	0	0	0
CFBS_3117	CFBS_3117	YP_008007953.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3118	CFBS_3118	YP_008007954.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3119	CFBS_3119	YP_008007955.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3120	CFBS_3120	YP_008007956.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3121	CFBS_3121	YP_008007957.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3122	CFBS_3122	YP_008007958.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3123	CFBS_3123	YP_008007959.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3133	CFBS_3133	YP_008007969.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3134	CFBS_3134	YP_008007970.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3135	CFBS_3135	YP_008007971.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3137	CFBS_3137	YP_008007973.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1662	0	0	0	0	0	0
CFBS_3138	CFBS_3138	YP_008007974.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3141	CFBS_3141	YP_008007977.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3142	CFBS_3142	YP_008007978.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3152	CFBS_3152	YP_008007988.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3153	CFBS_3153	YP_008007989.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3154	CFBS_3154	YP_008007990.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3156	CFBS_3156	YP_008007992.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3157	CFBS_3157	YP_008007993.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3180	CFBS_3180	YP_008008016.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	5000
CFBS_3183	CFBS_3183	YP_008008019.1		0	0	1	2	0	1	0	0	0	2	0	0	0	1	0	1305	0	0	0	2	0	5000
CFBS_3184	CFBS_3184	YP_008008020.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_3185	CFBS_3185	YP_008008021.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_3186	CFBS_3186	YP_008008022.1		0	1	0	2	1	0	0	0	1	1	1	0	5000	1	0	885	0	0	0	1	0	5000
CFBS_3187	CFBS_3187	YP_008008023.1		0	0	0	3	2	0	0	0	0	1	2	0	5000	0	0	0	0	0	0	1	0	5000
CFBS_3188	CFBS_3188	YP_008008024.1		0	0	1	2	2	1	0	0	0	0	2	0	5000	1	0	1308	0	0	0	0	0	0
CFBS_3189	CFBS_3189	YP_008008025.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3190	CFBS_3190	YP_008008026.1		0	0	0	3	3	0	0	0	0	0	3	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3201	CFBS_3201	YP_008008037.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3202	CFBS_3202	YP_008008038.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3203	CFBS_3203	YP_008008039.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3204	CFBS_3204	YP_008008040.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3205	CFBS_3205	YP_008008041.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3206	CFBS_3206	YP_008008042.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	984	0	0	0	0	0	0
CFBS_3208	CFBS_3208	YP_008008044.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3209	CFBS_3209	YP_008008045.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3218	CFBS_3218	YP_008008054.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3222	CFBS_3222	YP_008008058.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3223	CFBS_3223	YP_008008059.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	615	0	0	0	0	0	0
CFBS_3225	CFBS_3225	YP_008008061.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3226	CFBS_3226	YP_008008062.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3251	CFBS_3251	YP_008008087.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3253	CFBS_3253	YP_008008089.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3255	CFBS_3255	YP_008008091.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3256	CFBS_3256	YP_008008092.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3258	CFBS_3258	YP_008008094.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3319	CFBS_3319	YP_008008155.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3320	CFBS_3320	YP_008008156.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3321	CFBS_3321	YP_008008157.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1230	0	0	0	0	0	0
CFBS_3347	CFBS_3347	YP_008008183.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3350	CFBS_3350	YP_008008186.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3351	CFBS_3351	YP_008008187.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3352	CFBS_3352	YP_008008188.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3353	CFBS_3353	YP_008008189.1		0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	1488	0	0	0	0	0	0
CFBS_3355	CFBS_3355	YP_008008191.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3356	CFBS_3356	YP_008008192.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3357	CFBS_3357	YP_008008193.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3358	CFBS_3358	YP_008008194.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3359	CFBS_3359	YP_008008195.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3412	CFBS_3412	YP_008008248.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3413	CFBS_3413	YP_008008249.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3414	CFBS_3414	YP_008008250.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3415	CFBS_3415	YP_008008251.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3416	CFBS_3416	YP_008008252.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3418	CFBS_3418	YP_008008254.1		0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	993	0	0	0	0	0	0
CFBS_3419	CFBS_3419	YP_008008255.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3420	CFBS_3420	YP_008008256.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3421	CFBS_3421	YP_008008257.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3423	CFBS_3423	YP_008008259.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3480	CFBS_3480	YP_008008316.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3482	CFBS_3482	YP_008008318.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3483	CFBS_3483	YP_008008319.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3485	CFBS_3485	YP_008008321.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3486	CFBS_3486	YP_008008322.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3491	CFBS_3491	YP_008008327.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3495	CFBS_3495	YP_008008331.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3520	CFBS_3520	YP_008008356.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3522	CFBS_3522	YP_008008358.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3523	CFBS_3523	YP_008008359.1		0	1	1	0	0	1	0	0	1	0	0	0	0	2	0	885	0	0	0	0	0	0
CFBS_3524	CFBS_3524	YP_008008360.1		0	0	0	2	2	0	0	0	0	0	2	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3525	CFBS_3525	YP_008008361.1		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	5000
CFBS_3526	CFBS_3526	YP_008008362.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_3528	CFBS_3528	YP_008008364.1		0	0	0	3	1	0	0	0	0	2	1	0	5000	0	0	0	0	0	0	2	0	5000
CFBS_3532	CFBS_3532	YP_008008368.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3533	CFBS_3533	YP_008008369.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
CFBS_3534	CFBS_3534	YP_008008370.1		0	0	0	1	1	0	0	0	0	0	1	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3541	CFBS_3541	YP_008008377.1		0	0	0	5	5	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3542	CFBS_3542	YP_008008378.1		0	3	3	0	0	3	0	0	3	0	0	0	0	6	0	9327	0	0	0	0	0	0
CFBS_3543	CFBS_3543	YP_008008379.1		0	0	0	5	5	0	0	0	0	0	5	0	5000	0	0	0	0	0	0	0	0	0
CFBS_3563	CFBS_3563	YP_008008399.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5000
